trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.15888051309497409}",25,9,7.972087936699568,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1580861105294992}",25,0,39.33006854805042,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.1572956799768517}",20,11,3.3847931690900106,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15650920157696746}",20,12,-11.345557401527543,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1557266555690826}",20,5,15.574086338382296,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.1549480222912372}",30,13,24.656310007220537,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.15417328217978102}",30,14,25.039252355720798,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.1534024157688821}",25,15,18.45620036774268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.1526354036900377}",20,10,17.989670274303354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.1518722266715875}",25,19,10.602688556379496,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15111286553822956}",25,13,20.403503774445372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15035730121053842}",20,14,12.546903545650858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14960551470448571}",25,16,17.816827358927714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.14885748713096328}",20,6,22.564046783820793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14811319969530848}",35,17,-10.437393879164974,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.14737263369683193}",20,14,0.3311611172927489,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14663577052834778}",20,14,10.48779505738576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.14590259167570604}",25,19,-2.031525683214655,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14517307871732751}",20,0,-27.402090304795767,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
387,False,"{'a': 0.5, 'e': 0.14444721332374086}",35,0,-13.541096041454557,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.14372497725712216}",25,8,-13.104909521541204,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.14300635237083656}",25,0,21.33506722962231,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.14229132060898236}",20,14,12.515249173069758,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14157986400593744}",25,17,-22.23169167034706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.5, 'e': 0.14087196468590776}",20,12,16.98880636305511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14016760486247823}",20,7,14.09375657968044,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13946676683816583}",30,9,23.235396950374525,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.138769433003975}",25,2,26.04757360649948,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.13807558583895513}",30,19,9.201750622178803,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738520790976036}",20,12,3.8737228903236796,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.13669828187021155}",25,13,21.98175977315343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.13601479046086049}",25,11,24.635597152111675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353347165085562}",20,12,-28.64995426396552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.1346580429260134}",20,13,-2.132281558721613,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398475271138333}",25,0,-14.784621714332658,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.13331482894782642}",20,2,18.227852520041488,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13264825480308728}",25,8,-44.93805462103615,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
405,False,"{'a': 0.5, 'e': 0.13198501352907185}",20,0,17.292226825382894,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.1313250884614265}",30,17,5.813831207436699,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.13066846301911936}",20,3,3.644773165753449,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.13001512070402377}",20,10,20.554024941534927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.12936504510050365}",25,0,35.6414089704658,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.12871821987500112}",35,22,19.448494537206273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12807462877562611}",25,9,15.19092512526228,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.12743425563174798}",20,15,9.69042718814474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.12679708435358925}",20,0,25.924118246361708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1261630989318213}",25,19,-1.052392799832872,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.1255322834371622}",25,0,-10.014714472354958,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.12490462201997637}",20,5,19.7923015434294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.1242800989098765}",20,12,9.7340313652831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.12365869841532712}",20,13,6.36534728037921,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.12304040492325048}",25,0,40.417946003679646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.12242520289863422}",25,12,21.52693692967297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.12181307688414106}",20,10,21.624843739795175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.12120401149972035}",30,8,34.925575715871446,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.12059799144222175}",20,0,24.352950130135053,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.11999500148501063}",20,2,24.04126709721354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11939502647758558}",25,15,19.483124593320756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11879805134519765}",20,6,-58.196616511549806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
427,False,"{'a': 0.5, 'e': 0.11820406108847166}",20,12,14.802007236659044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11761304078302931}",25,5,10.668058053952093,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11702497557911416}",25,6,14.483000619362466,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11643985070121858}",20,11,14.268512126399493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.1158576514477125}",25,13,21.803469295898665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11527836319047394}",25,16,16.975359959904832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.11470197137452157}",20,3,-18.995818843091623,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.5, 'e': 0.11412846151764895}",20,15,10.49325281064664,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.11355781921006071}",20,13,10.910927543236996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.1129900301140104}",25,13,23.826858219375808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.11242507996344035}",25,14,22.88268953682314,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.11186295456362315}",20,8,22.02534120300559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11130363979080503}",20,11,4.060863681397343,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.110747121591851}",20,10,17.75759448875472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11019338598389175}",30,12,-17.271505230588257,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.10964241905397229}",20,11,17.28132800030934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10909420695870244}",35,11,13.227206567750041,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.10854873592390892}",20,3,28.04381524339619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10800599224428938}",25,19,9.18142362780661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10746596228306793}",20,11,20.710962894828462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10692863247165259}",35,14,-4.284206216293573,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.10639398930929432}",20,9,10.433696932231873,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10586201936274785}",30,0,47.42570982808045,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.1053327092659341}",30,10,34.33079029479688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10480604571960443}",25,15,18.06862342858902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.10428201549100642}",35,23,22.808526237161896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.10376060541355138}",20,8,14.17805521985933,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10324180238648363}",25,17,16.050294013307536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10272559337455121}",20,6,26.633605746479056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10221196540767845}",30,12,37.18230843013676,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.10170090558064006}",25,17,15.504257520575282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10119240105273686}",20,0,3.9672072668534475,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.10068643904747317}",30,18,11.519839756007386,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.1001830068522358}",30,22,1.9484053688107776,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09968209181797462}",20,14,11.72919647990189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09918368135888475}",30,20,7.510330495860756,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09868776295209034}",20,12,14.485263701986952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09819432413732988}",20,1,-27.175423806564147,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.09770335251664322}",20,10,15.426572658487865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09721483575406001}",20,8,25.20554716912427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09672876157528972}",30,16,0.506891653581846,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09624511776741326}",20,12,17.097955589695758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.0957638921785762}",20,12,14.020807716625004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09528507271768331}",30,0,31.894340614205273,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.0948086473540949}",20,8,12.281684125489932,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09433460411732442}",25,8,30.56664311422645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.0938629310967378}",25,11,0.667618036350176,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09339361644125412}",20,15,9.847315159104046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09292664835904783}",25,16,6.560610737186888,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.0924620151172526}",25,14,18.38196610020382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09199970504166634}",20,2,10.289431187494955,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.091539706516458}",30,21,15.074230609363688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09108200798387571}",25,1,14.644534885409412,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09062659794395633}",25,11,29.97166236929177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09017346495423655}",35,9,39.94963422957581,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08972259762946537}",35,16,24.025146942198212,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.08927398464131804}",25,16,14.311583404656876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.08882761471811144}",20,0,28.061999246011375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.0883834766445209}",35,24,19.895540638022776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.08794155926129829}",20,0,16.503223892190125,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.0875018514649918}",25,0,37.20115458651175,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.5, 'e': 0.08706434220766683}",20,13,13.661884879787078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.0866290204966285}",25,11,20.519447477499288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08619587539414536}",30,17,-1.4263918805912468,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08576489601717463}",20,12,14.857900657795405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.08533607153708876}",25,7,-8.965891476688155,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08490939117940331}",30,16,28.24843608707824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.0844848442235063}",25,2,15.98802833293374,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08406242000238877}",20,10,15.945082298438567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08364210790237682}",25,15,-6.387380819921448,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.08322389736286494}",30,0,3.0313492476764328,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.0828077778760506}",20,0,28.694281500862317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.08239373898667036}",25,13,-22.428876794859956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
500,False,"{'a': 0.5, 'e': 0.081981770291737}",20,14,9.639602869086776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.08157186144027832}",25,14,22.99597166800736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08116400213307692}",20,12,15.75882348216105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08075818212241154}",20,3,28.30937409047696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08035439121179949}",20,6,27.29441806325435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.07995261925574049}",25,13,-20.422040034478833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.07955285615946178}",20,8,-18.907861207956692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.07915509187866447}",20,9,7.431402494468062,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.07875931641927116}",25,12,21.756672614650807,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.0783655198371748}",20,14,10.335372803418544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.07797369223798892}",25,12,24.674779541053887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.07758382377679898}",30,21,17.869728554281604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.07719590465791498}",25,14,24.719271137061543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.07680992513462541}",20,0,5.684658869919854,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.07642587550895227}",20,8,5.7116852012722585,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.07604374613140752}",20,1,-15.98416055242674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.07566352740075048}",25,8,29.844546540234063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.07528520976374672}",20,12,1.3254242343364984,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.074908783714928}",20,8,19.634199233355922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.07453423979635335}",20,13,13.29217233800278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.07416156859737158}",25,11,-17.309814421975606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.5, 'e': 0.07379076075438473}",20,3,13.944660407402772,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.0734218069506128}",25,11,27.233654914675377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07305469791585974}",30,18,20.460140535294958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07268942442628044}",25,8,33.06570441094212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.07232597730414904}",25,15,-64.6042985969936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
526,False,"{'a': 0.5, 'e': 0.07196434741762829}",25,17,15.641691239974547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07160452568054015}",30,13,24.077243544153774,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.07124650305213745}",20,6,27.714136621589873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07089027053687676}",30,18,22.26052262267249,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07053581918419238}",20,14,10.894546861018165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.07018314008827141}",35,22,24.94982416824396,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.06983222438783006}",25,15,18.45866357128552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.0694830632658909}",25,13,21.748568935763657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.06913564794956145}",25,11,24.368294330297772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.06878996970981364}",20,10,18.891678876000555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.06844601986126457}",30,12,28.561503421367973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.06810378976195826}",20,3,-14.036237340660437,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
538,False,"{'a': 0.5, 'e': 0.06776327081314847}",20,0,17.25193745866594,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.06742445445908272}",30,0,1.1727853471703802,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.06708733218678731}",20,10,-24.48985455450125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.06675189552585337}",25,12,24.513646380957482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.06641813604822411}",25,15,18.28110089577358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.06608604536798299}",30,15,24.455367705766776,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.06575561514114306}",25,17,14.158925907730682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.06542683706543735}",20,4,20.126659677975745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.06509970288011016}",25,10,19.181268534359177,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.06477420436570962}",25,16,-4.20274029499862,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.06445033334388106}",20,9,23.873480106513888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.06412808167716166}",30,18,-2.240345202968038,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.06380744126877586}",25,8,30.78123730407576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.06348840406243197}",25,12,27.557998598128112,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.0631709620421198}",20,5,21.117156177096142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
